170.000000	52.135658
170.000000	53.805965
170.000000	54.984621
170.000000	54.062799
170.000000	52.566811
170.000000	53.680832
170.000000	53.023906
170.000000	52.600474
170.000000	55.529731
170.000000	53.203499
170.000000	52.632997
170.000000	52.366046
170.000000	53.681798
170.000000	51.256238
170.000000	51.030762
170.000000	53.789346
170.000000	51.565346
170.000000	52.900227
170.000000	54.663105
170.000000	54.883225
170.000000	55.816804
170.000000	51.985657
170.000000	54.785060
170.000000	53.987930
170.000000	55.378658
