160.000000	54.201572
160.000000	52.219351
160.000000	49.099235
160.000000	52.179688
160.000000	49.113660
160.000000	50.514860
160.000000	50.934050
160.000000	51.805005
160.000000	49.904107
160.000000	51.306787
160.000000	53.154605
160.000000	47.641773
160.000000	48.884878
160.000000	52.292411
160.000000	50.059077
160.000000	50.442733
160.000000	51.885902
160.000000	53.834592
160.000000	48.547157
160.000000	49.136514
160.000000	50.383750
160.000000	50.500766
160.000000	50.660283
160.000000	50.031303
160.000000	52.329470
