155.000000	48.222037
155.000000	47.960156
155.000000	49.866478
155.000000	51.182450
155.000000	50.553227
155.000000	50.570235
155.000000	50.014316
155.000000	49.819892
155.000000	50.124983
155.000000	47.905242
155.000000	50.249804
155.000000	47.202174
155.000000	49.928160
155.000000	47.751381
155.000000	47.544258
155.000000	48.319734
155.000000	47.045939
155.000000	49.023962
155.000000	50.665989
155.000000	48.625939
155.000000	49.743552
155.000000	49.243056
155.000000	50.817731
155.000000	48.762527
155.000000	49.439457
